condition,source_conditions,selected_power,community_id,n_nodes,n_internal_edges,mean_internal_edge_weight,top_hub_genes,top_hub_1,top_hub_2,top_hub_3
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,67,2,1,0.120136022567749,ZFP36L2 | IDS,ZFP36L2,IDS,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,68,2,1,0.1179216131567955,PIBF1 | ZNF91,PIBF1,ZNF91,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,69,2,1,0.1175731867551803,PODXL | DOCK9,PODXL,DOCK9,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,70,2,1,0.1146362945437431,ARL4A | EHD4,ARL4A,EHD4,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,71,2,1,0.1126951426267623,CARNMT1 | SOCS4,CARNMT1,SOCS4,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,72,2,1,0.1124911233782768,CDC42SE1 | C1ORF56,CDC42SE1,C1ORF56,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,73,2,1,0.1114972531795501,NEK7 | MFHAS1,NEK7,MFHAS1,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,74,2,1,0.1109812557697296,TRDMT1 | ANKRD52,TRDMT1,ANKRD52,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,75,2,1,0.1099090203642845,C12ORF65 | RSBN1,C12ORF65,RSBN1,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,76,2,1,0.1095438748598098,AQR | RNF111,AQR,RNF111,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,77,2,1,0.109306052327156,EBLN2 | DCP1B,EBLN2,DCP1B,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,78,2,1,0.108338214457035,BMP2K | CEP170,BMP2K,CEP170,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,79,2,1,0.1079554483294487,OGT | ZNF721,OGT,ZNF721,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,80,2,1,0.1077929139137268,PHLDA1 | ANKH,PHLDA1,ANKH,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,81,2,1,0.1050866097211837,ARRDC3 | LMBR1L,ARRDC3,LMBR1L,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,82,2,1,0.1023383066058158,TTPAL | UNKL,TTPAL,UNKL,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,83,2,1,0.1015354245901107,DDX23 | TBC1D10A,DDX23,TBC1D10A,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,84,2,1,0.101255290210247,NEAT1 | NFKBIZ,NEAT1,NFKBIZ,
Triple_negative_tumor__plus__Triple_negative_BRCA1_tumor,Triple_negative_tumor | Triple_negative_BRCA1_tumor,20,85,2,1,0.1000005677342414,RBM33 | ZNF587,RBM33,ZNF587,
